plasmid	type
NZ_CP021729.1	community_1_subcommunity_591
NZ_CP022733.1	community_1_subcommunity_592
NZ_CP023381.1	community_1_subcommunity_593
NZ_CP023732.1	community_1_subcommunity_594
NZ_CP023961.1	community_1_subcommunity_595
NZ_CP026475.1	community_1_subcommunity_596
NZ_CP026725.1	community_1_subcommunity_597
NZ_CP026938.2	community_1_subcommunity_598
NZ_CP027199.1	community_1_subcommunity_599
NZ_CP027223.1	community_1_subcommunity_600
NZ_CP027443.1	community_1_subcommunity_601
NZ_CP027575.1	community_1_subcommunity_602
NZ_CP027590.1	community_1_subcommunity_603
NZ_CP028125.1	community_1_subcommunity_604
NZ_CP030183.1	community_1_subcommunity_605
NZ_CP030188.1	community_1_subcommunity_606
NZ_CP030784.2	community_1_subcommunity_607
NZ_CP031351.1	community_1_subcommunity_608
NZ_CP033848.1	community_1_subcommunity_609
NZ_CP034163.1	community_1_subcommunity_610
NZ_CP034164.1	community_1_subcommunity_611
NZ_CP037905.1	community_1_subcommunity_612
NZ_CP038506.1	community_1_subcommunity_613
NZ_CP039843.1	community_1_subcommunity_614
NZ_CP039862.1	community_1_subcommunity_615
NZ_CP040069.1	community_1_subcommunity_616
NZ_CP040920.1	community_1_subcommunity_617
NZ_CP041630.1	community_1_subcommunity_618
NZ_CP041922.1	community_1_subcommunity_619
NZ_CP043218.1	community_1_subcommunity_620
NZ_CP043272.1	community_1_subcommunity_621
NZ_CP045829.1	community_1_subcommunity_622
NZ_CP046005.1	community_1_subcommunity_623
NZ_CP048823.1	community_1_subcommunity_624
NZ_CP051361.1	community_1_subcommunity_625
NZ_CP052881.1	community_1_subcommunity_626
NZ_CP055600.1	community_1_subcommunity_627
NZ_CP055677.1	community_1_subcommunity_628
NZ_CP057105.1	community_1_subcommunity_629
NZ_CP057246.1	community_1_subcommunity_630
NZ_CP057257.1	community_1_subcommunity_631
NZ_CP057359.1	community_1_subcommunity_632
NZ_CP058059.1	community_1_subcommunity_633
NZ_CP058684.1	community_1_subcommunity_634
NZ_CP059290.1	community_1_subcommunity_635
NZ_CP059910.1	community_1_subcommunity_636
NZ_CP060066.1	community_1_subcommunity_637
NZ_CP061756.1	community_1_subcommunity_638
NZ_CP062902.1	community_1_subcommunity_639
NZ_CP063155.1	community_1_subcommunity_640
NZ_CP063350.1	community_1_subcommunity_641
NZ_CP063505.1	community_1_subcommunity_642
NZ_CP067234.1	community_1_subcommunity_643
NZ_CP067237.1	community_1_subcommunity_644
NZ_CP067401.1	community_1_subcommunity_645
NZ_CP069570.1	community_1_subcommunity_646
NZ_CP069679.1	community_1_subcommunity_647
NZ_CP069704.1	community_1_subcommunity_648
NZ_CP069714.1	community_1_subcommunity_649
NZ_CP069885.1	community_1_subcommunity_650
NZ_CP070291.1	community_1_subcommunity_651
NZ_CP070295.1	community_1_subcommunity_652
NZ_CP070907.1	community_1_subcommunity_653
NZ_CP076303.1	community_1_subcommunity_654
NZ_CP080128.1	community_1_subcommunity_655
NZ_CP080229.1	community_1_subcommunity_656
NZ_CP080373.1	community_1_subcommunity_657
NZ_KU980950.1	community_1_subcommunity_658
NZ_KX518745.1	community_1_subcommunity_659
NZ_KX880944.1	community_1_subcommunity_660
NZ_LC511659.1	community_1_subcommunity_661
NZ_LR130557.1	community_1_subcommunity_662
NZ_LR882054.1	community_1_subcommunity_663
NZ_LR883966.1	community_1_subcommunity_664
NZ_LR890200.1	community_1_subcommunity_665
NZ_LR890336.1	community_1_subcommunity_666
NZ_LR890538.1	community_1_subcommunity_667
NZ_LT985263.1	community_1_subcommunity_668
NZ_MG825379.1	community_1_subcommunity_669
NZ_MH580301.1	community_1_subcommunity_670
NZ_MH844525.1	community_1_subcommunity_671
NZ_MK256965.1	community_1_subcommunity_672
NZ_MN510445.1	community_1_subcommunity_673
NZ_MN510446.1	community_1_subcommunity_674
NZ_MW390536.1	community_1_subcommunity_675
AP024709.1	community_1_subcommunity_676
CP078109.1	community_1_subcommunity_677
NC_021238.1	community_1_subcommunity_678
NZ_AP022144.1	community_1_subcommunity_679
CP033559.1	community_1_subcommunity_680
CP061573.1	community_1_subcommunity_681
CP061674.1	community_1_subcommunity_682
NZ_CP021429.1	community_1_subcommunity_683
NZ_CP028569.1	community_1_subcommunity_684
NZ_CP029611.1	community_1_subcommunity_685
NZ_CP038259.1	community_1_subcommunity_686
NZ_CP044357.1	community_1_subcommunity_687
NZ_CP073061.1	community_1_subcommunity_688
AP024803.1	community_1_subcommunity_689
NZ_CP033753.1	community_1_subcommunity_690
NZ_CP045124.1	community_1_subcommunity_691
CP014450.1	community_1_subcommunity_692
CP066206.1	community_1_subcommunity_693
CP066213.1	community_1_subcommunity_694
NZ_AP019395.1	community_1_subcommunity_695
NZ_AP022342.1	community_1_subcommunity_696
NZ_CP011282.1	community_1_subcommunity_697
NZ_CP011829.1	community_1_subcommunity_698
NZ_CP025687.1	community_1_subcommunity_699
NZ_CP027502.1	community_1_subcommunity_700
NZ_CP032307.1	community_1_subcommunity_701
NZ_CP033207.1	community_1_subcommunity_702
NZ_CP040369.1	community_1_subcommunity_703
NZ_CP040704.1	community_1_subcommunity_704
NZ_CP040741.1	community_1_subcommunity_705
NZ_CP040850.1	community_1_subcommunity_706
NZ_CP041256.1	community_1_subcommunity_707
NZ_CP044317.1	community_1_subcommunity_708
NZ_CP045013.1	community_1_subcommunity_709
NZ_CP060863.1	community_1_subcommunity_710
NZ_CP065755.1	community_1_subcommunity_711
NZ_CP066401.1	community_1_subcommunity_712
NZ_CP066444.1	community_1_subcommunity_713
NZ_CP066600.1	community_1_subcommunity_714
NZ_CP066630.1	community_1_subcommunity_715
NZ_CP066674.1	community_1_subcommunity_716
NZ_CP072580.1	community_1_subcommunity_717
NZ_CP072587.1	community_1_subcommunity_718
NZ_LN999988.1	community_1_subcommunity_719
NZ_LR135175.1	community_1_subcommunity_720
NZ_LR135182.1	community_1_subcommunity_721
NZ_LR135192.1	community_1_subcommunity_722
NZ_LR135198.1	community_1_subcommunity_723
NZ_LR135227.1	community_1_subcommunity_724
NZ_LR135255.1	community_1_subcommunity_725
NZ_LR135259.1	community_1_subcommunity_726
NZ_LR135279.1	community_1_subcommunity_727
NZ_LR135288.1	community_1_subcommunity_728
NZ_LR135298.1	community_1_subcommunity_729
NZ_LR135333.1	community_1_subcommunity_730
NZ_LR135365.1	community_1_subcommunity_731
NZ_LR135373.1	community_1_subcommunity_732
NZ_LR135429.1	community_1_subcommunity_733
NZ_LR135436.1	community_1_subcommunity_734
NZ_LR135489.1	community_1_subcommunity_735
NZ_MG674581.1	community_1_subcommunity_736
NZ_MT074686.1	community_1_subcommunity_737
NC_017963.1	community_1_subcommunity_738
NC_022883.1	community_1_subcommunity_739
NZ_CP035137.1	community_1_subcommunity_740
NZ_CP064407.1	community_1_subcommunity_741
NZ_CP065529.1	community_1_subcommunity_742
NZ_CP068116.1	community_1_subcommunity_743
NZ_CP078095.1	community_1_subcommunity_744
NZ_KP342511.1	community_1_subcommunity_745
NZ_LR134096.1	community_1_subcommunity_746
NZ_LR135358.1	community_1_subcommunity_747
AP024941.1	community_1_subcommunity_748
NC_009349.1	community_1_subcommunity_749
NZ_CP013966.1	community_1_subcommunity_750
NZ_CP022176.1	community_1_subcommunity_751
NZ_CP040718.1	community_1_subcommunity_752
NZ_KT033469.1	community_1_subcommunity_753
NZ_KT033470.1	community_1_subcommunity_754
NZ_MK047609.1	community_1_subcommunity_755
NZ_CP027173.1	community_1_subcommunity_756
NZ_CP058133.1	community_1_subcommunity_757
NZ_MG958650.1	community_1_subcommunity_758
CP006737.1	community_1_subcommunity_759
CP026099.1	community_1_subcommunity_760
CP026804.1	community_1_subcommunity_761
CP026826.1	community_1_subcommunity_762
CP026829.1	community_1_subcommunity_763
CP026830.1	community_1_subcommunity_764
CP026837.1	community_1_subcommunity_765
CP026838.1	community_1_subcommunity_766
CP026843.1	community_1_subcommunity_767
CP026844.1	community_1_subcommunity_768
CP026876.1	community_1_subcommunity_769
CP046677.1	community_1_subcommunity_770
CP049279.1	community_1_subcommunity_771
HE616529.1	community_1_subcommunity_772
NZ_CP026763.1	community_1_subcommunity_773
NZ_CP026767.1	community_1_subcommunity_774
NZ_CP026787.1	community_1_subcommunity_775
NZ_CP026796.1	community_1_subcommunity_776
NZ_CP027028.1	community_1_subcommunity_777
NZ_CP028965.1	community_1_subcommunity_778
CP034786.1	community_1_subcommunity_779
NZ_CP010243.1	community_1_subcommunity_780
NZ_CP024459.1	community_1_subcommunity_781
NZ_CP029493.1	community_1_subcommunity_782
NZ_CP031233.1	community_1_subcommunity_783
NZ_CP033379.1	community_1_subcommunity_784
NZ_CP034789.1	community_1_subcommunity_785
NZ_CP035669.1	community_1_subcommunity_786
NZ_CP045839.1	community_1_subcommunity_787
NZ_CP050045.1	community_1_subcommunity_788
NZ_CP063502.1	community_1_subcommunity_789
NZ_CP072806.1	community_1_subcommunity_790
NZ_CP076649.1	community_1_subcommunity_791
NZ_KU356480.1	community_1_subcommunity_792
NZ_KX443408.1	community_1_subcommunity_793
NZ_MF535908.1	community_1_subcommunity_794
NZ_MG860488.1	community_1_subcommunity_795
NZ_MK295817.1	community_1_subcommunity_796
NZ_MK295819.1	community_1_subcommunity_797
CP000662.1	community_1_subcommunity_798
CP000663.1	community_1_subcommunity_799
NZ_CP031752.1	community_1_subcommunity_800
NZ_CP065623.1	community_1_subcommunity_801
CP052219.1	community_1_subcommunity_802
CP078046.1	community_1_subcommunity_803
NZ_CP009357.1	community_1_subcommunity_804
NZ_CP015623.1	community_1_subcommunity_805
NZ_CP020091.1	community_1_subcommunity_806
NZ_CP021688.1	community_1_subcommunity_807
NZ_CP021761.1	community_1_subcommunity_808
NZ_CP026174.1	community_1_subcommunity_809
NZ_CP027531.1	community_1_subcommunity_810
NZ_CP029688.1	community_1_subcommunity_811
NZ_CP038468.1	community_1_subcommunity_812
NZ_CP039146.1	community_1_subcommunity_813
NZ_CP041297.1	community_1_subcommunity_814
NZ_CP044019.1	community_1_subcommunity_815
NZ_CP044464.1	community_1_subcommunity_816
NZ_CP045676.1	community_1_subcommunity_817
NZ_CP046899.1	community_1_subcommunity_818
NZ_CP051863.1	community_1_subcommunity_819
NZ_CP053037.1	community_1_subcommunity_820
NZ_CP060813.1	community_1_subcommunity_821
NZ_CP067400.1	community_1_subcommunity_822
NZ_CP071075.1	community_1_subcommunity_823
NZ_CP079727.1	community_1_subcommunity_824
NZ_CP079793.1	community_1_subcommunity_825
NZ_MK293945.1	community_1_subcommunity_826
NZ_MK510953.1	community_1_subcommunity_827
NZ_MN865127.1	community_1_subcommunity_828
NZ_MT571488.1	community_1_subcommunity_829
NZ_MT813046.1	community_1_subcommunity_830
CP074250.1	community_1_subcommunity_831
NC_032102.1	community_1_subcommunity_832
NZ_CP011655.1	community_1_subcommunity_833
NZ_CP040567.1	community_1_subcommunity_834
NZ_CP044336.1	community_1_subcommunity_835
NZ_CP047967.1	community_1_subcommunity_836
NZ_CP048417.1	community_1_subcommunity_837
NZ_CP051133.1	community_1_subcommunity_838
NZ_CP053193.1	community_1_subcommunity_839
NZ_CP056401.1	community_1_subcommunity_840
NZ_CP056422.1	community_1_subcommunity_841
NZ_CP056637.1	community_1_subcommunity_842
NZ_CP056836.1	community_1_subcommunity_843
NZ_CP064109.1	community_1_subcommunity_844
NZ_CP070546.1	community_1_subcommunity_845
NZ_KX833209.1	community_1_subcommunity_846
CP002030.1	community_1_subcommunity_847
CP063084.1	community_1_subcommunity_848
NZ_CP017030.1	community_1_subcommunity_849
NZ_CP017877.1	community_1_subcommunity_850
NZ_CP021887.1	community_1_subcommunity_851
NZ_CP076658.1	community_1_subcommunity_852
NZ_CP007647.1	community_1_subcommunity_853
NZ_CP011404.1	community_1_subcommunity_854
NZ_CP020859.1	community_1_subcommunity_855
NZ_CP027645.1	community_1_subcommunity_856
NZ_CP047413.1	community_1_subcommunity_857
NZ_CP062072.1	community_1_subcommunity_858
NZ_LT604075.1	community_1_subcommunity_859
LR962657.1	community_1_subcommunity_860
NZ_MG765452.1	community_1_subcommunity_861
LR962240.1	community_1_subcommunity_862
LR962341.1	community_1_subcommunity_863
NZ_CP028838.1	community_1_subcommunity_864
CP070361.1	community_1_subcommunity_865
CP070365.1	community_1_subcommunity_866
NZ_CP017657.1	community_1_subcommunity_867
NZ_MG954377.1	community_1_subcommunity_868
NZ_CP013192.1	community_1_subcommunity_869
NZ_CP025905.1	community_1_subcommunity_870
NZ_CP035847.1	community_1_subcommunity_871
NZ_CP024231.1	community_1_subcommunity_872
NZ_LR135244.1	community_1_subcommunity_873
CP052526.1	community_1_subcommunity_874
CP056541.1	community_1_subcommunity_875
CP063015.1	community_1_subcommunity_876
LR890322.1	community_1_subcommunity_877
LR890389.1	community_1_subcommunity_878
LR890477.1	community_1_subcommunity_879
LR890588.1	community_1_subcommunity_880
NZ_AP022114.1	community_1_subcommunity_881
NZ_AP024174.1	community_1_subcommunity_882
NZ_CP009115.1	community_1_subcommunity_883
NZ_CP022825.1	community_1_subcommunity_884
NZ_CP026163.1	community_1_subcommunity_885
NZ_CP026370.1	community_1_subcommunity_886
NZ_CP028479.1	community_1_subcommunity_887
NZ_CP030067.1	community_1_subcommunity_888
NZ_CP031851.1	community_1_subcommunity_889
NZ_CP032169.1	community_1_subcommunity_890
NZ_CP034679.1	community_1_subcommunity_891
NZ_CP035209.1	community_1_subcommunity_892
NZ_CP041094.1	community_1_subcommunity_893
NZ_CP047635.1	community_1_subcommunity_894
NZ_CP047708.1	community_1_subcommunity_895
NZ_CP055452.1	community_1_subcommunity_896
NZ_CP056192.1	community_1_subcommunity_897
NZ_CP056426.1	community_1_subcommunity_898
NZ_CP056434.1	community_1_subcommunity_899
NZ_CP056486.1	community_1_subcommunity_900
NZ_CP056531.1	community_1_subcommunity_901
NZ_CP056702.1	community_1_subcommunity_902
NZ_CP057100.1	community_1_subcommunity_903
NZ_CP058119.1	community_1_subcommunity_904
NZ_CP058132.1	community_1_subcommunity_905
NZ_CP060051.1	community_1_subcommunity_906
NZ_CP062998.1	community_1_subcommunity_907
NZ_CP063940.1	community_1_subcommunity_908
NZ_CP069912.1	community_1_subcommunity_909
NZ_CP070173.1	community_1_subcommunity_910
NZ_CP070437.1	community_1_subcommunity_911
NZ_CP073908.1	community_1_subcommunity_912
NZ_LK391770.1	community_1_subcommunity_913
NZ_LR890193.1	community_1_subcommunity_914
NZ_LR890210.1	community_1_subcommunity_915
NZ_LR890671.1	community_1_subcommunity_916
NZ_MK167987.1	community_1_subcommunity_917
NZ_MK167989.1	community_1_subcommunity_918
NZ_MK347425.1	community_1_subcommunity_919
NZ_MN310379.1	community_1_subcommunity_920
NZ_MT316510.1	community_1_subcommunity_921
NZ_LR882061.1	community_1_subcommunity_922
NZ_CP012428.1	community_1_subcommunity_923
NZ_CP063315.1	community_1_subcommunity_924
NZ_MF344570.1	community_1_subcommunity_925
CP008701.1	community_1_subcommunity_926
CP052436.1	community_1_subcommunity_927
CP056656.1	community_1_subcommunity_928
CP064853.1	community_1_subcommunity_929
LR890478.1	community_1_subcommunity_930
NZ_AP022008.1	community_1_subcommunity_931
NZ_AP023267.1	community_1_subcommunity_932
NZ_CP009275.1	community_1_subcommunity_933
NZ_CP026016.1	community_1_subcommunity_934
NZ_CP032357.1	community_1_subcommunity_935
NZ_CP033755.1	community_1_subcommunity_936
NZ_CP045691.1	community_1_subcommunity_937
NZ_CP056194.1	community_1_subcommunity_938
NZ_CP058121.1	community_1_subcommunity_939
NZ_CP058184.1	community_1_subcommunity_940
NZ_CP063864.1	community_1_subcommunity_941
NZ_CP069862.1	community_1_subcommunity_942
NZ_CP075888.1	community_1_subcommunity_943
NZ_CP040809.1	community_1_subcommunity_944
NZ_CP041112.1	community_1_subcommunity_945
NZ_LR890670.1	community_1_subcommunity_946
CP056454.1	community_1_subcommunity_947
CP056561.1	community_1_subcommunity_948
CP056767.1	community_1_subcommunity_949
LR134252.1	community_1_subcommunity_950
NZ_AP022434.1	community_1_subcommunity_951
NZ_CP014763.1	community_1_subcommunity_952
NZ_CP023417.1	community_1_subcommunity_953
NZ_CP028549.2	community_1_subcommunity_954
NZ_CP033758.1	community_1_subcommunity_955
NZ_CP035636.1	community_1_subcommunity_956
NZ_CP055884.1	community_1_subcommunity_957
NZ_CP056137.1	community_1_subcommunity_958
NZ_CP056149.1	community_1_subcommunity_959
NZ_CP056151.1	community_1_subcommunity_960
NZ_CP056169.1	community_1_subcommunity_961
NZ_CP056373.1	community_1_subcommunity_962
NZ_CP056433.1	community_1_subcommunity_963
NZ_CP056553.1	community_1_subcommunity_964
NZ_CP056683.1	community_1_subcommunity_965
NZ_CP056712.1	community_1_subcommunity_966
NZ_CP058192.1	community_1_subcommunity_967
NZ_CP080109.1	community_1_subcommunity_968
NZ_AP024175.1	community_1_subcommunity_969
NZ_CP062999.1	community_1_subcommunity_970
CP009871.1	community_1_subcommunity_971
CP010513.1	community_1_subcommunity_972
NZ_CP057068.1	community_1_subcommunity_973
CP011075.1	community_1_subcommunity_974
CP011076.1	community_1_subcommunity_975
NZ_CP028851.1	community_1_subcommunity_976
NZ_CP061977.1	community_1_subcommunity_977
LR890249.1	community_1_subcommunity_978
NZ_CP056374.1	community_1_subcommunity_979
LR890440.1	community_1_subcommunity_980
LR890742.1	community_1_subcommunity_981
NC_022609.1	community_1_subcommunity_982
NZ_CP018670.1	community_1_subcommunity_983
NZ_CP026173.1	community_1_subcommunity_984
NZ_CP029000.1	community_1_subcommunity_985
NZ_CP041250.1	community_1_subcommunity_986
NZ_CP030195.1	community_1_subcommunity_987
CP018325.1	community_1_subcommunity_988
NC_021526.1	community_1_subcommunity_989
NC_021527.1	community_1_subcommunity_990
NZ_CP012278.1	community_1_subcommunity_991
NZ_CP012659.1	community_1_subcommunity_992
NZ_CP013150.1	community_1_subcommunity_993
NZ_CP014891.1	community_1_subcommunity_994
NZ_CP015339.1	community_1_subcommunity_995
NZ_CP015858.1	community_1_subcommunity_996
NZ_CP017956.1	community_1_subcommunity_997
NZ_CP017958.1	community_1_subcommunity_998
NZ_CP019982.1	community_1_subcommunity_999
NZ_CP021457.1	community_1_subcommunity_1000
NZ_CP025416.1	community_1_subcommunity_1001
NZ_CP025587.1	community_1_subcommunity_1002
NZ_CP027191.1	community_1_subcommunity_1003
NZ_CP028230.1	community_1_subcommunity_1004
NZ_CP028236.1	community_1_subcommunity_1005
NZ_CP032747.1	community_1_subcommunity_1006
NZ_CP032754.1	community_1_subcommunity_1007
NZ_CP032756.1	community_1_subcommunity_1008
NZ_CP033889.1	community_1_subcommunity_1009
NZ_CP035116.1	community_1_subcommunity_1010
NZ_CP035135.1	community_1_subcommunity_1011
NZ_CP035148.1	community_1_subcommunity_1012
NZ_CP035575.1	community_1_subcommunity_1013
NZ_CP037434.1	community_1_subcommunity_1014
NZ_CP039379.1	community_1_subcommunity_1015
NZ_CP040375.1	community_1_subcommunity_1016
NZ_CP040376.1	community_1_subcommunity_1017
NZ_CP040738.1	community_1_subcommunity_1018
NZ_CP046264.1	community_1_subcommunity_1019
NZ_CP046662.1	community_1_subcommunity_1020
